id,party_name,vehicle_no,tare_wt
42000,Party_42000,MH00AB42000,8816.791
42001,Party_42001,MH01AB42001,3203.078
42002,Party_42002,MH02AB42002,10381.094
42003,Party_42003,MH03AB42003,13056.151
42004,Party_42004,MH04AB42004,4255.507
42005,Party_42005,MH05AB42005,13260.68
42006,Party_42006,MH06AB42006,8812.162
42007,Party_42007,MH07AB42007,14437.804
42008,Party_42008,MH08AB42008,4159.77
42009,Party_42009,MH09AB42009,4698.822
42010,Party_42010,MH10AB42010,9750.604
42011,Party_42011,MH11AB42011,5611.415
42012,Party_42012,MH12AB42012,5692.052
42013,Party_42013,MH13AB42013,5160.43
42014,Party_42014,MH14AB42014,7651.306
42015,Party_42015,MH15AB42015,8031.562
42016,Party_42016,MH16AB42016,6919.816
42017,Party_42017,MH17AB42017,5063.153
42018,Party_42018,MH18AB42018,2485.439
42019,Party_42019,MH19AB42019,7269.483
42020,Party_42020,MH20AB42020,12618.989
42021,Party_42021,MH21AB42021,12123.296
42022,Party_42022,MH22AB42022,12827.502
42023,Party_42023,MH23AB42023,9758.422
42024,Party_42024,MH24AB42024,6817.886
42025,Party_42025,MH25AB42025,7738.729
42026,Party_42026,MH26AB42026,10487.894
42027,Party_42027,MH27AB42027,8305.36
42028,Party_42028,MH28AB42028,13382.758
42029,Party_42029,MH29AB42029,5309.029
42030,Party_42030,MH30AB42030,14297.572
42031,Party_42031,MH31AB42031,12516.038
42032,Party_42032,MH32AB42032,7804.883
42033,Party_42033,MH33AB42033,2220.817
42034,Party_42034,MH34AB42034,4595.559
42035,Party_42035,MH35AB42035,12591.85
42036,Party_42036,MH36AB42036,7227.751
42037,Party_42037,MH37AB42037,12645.205
42038,Party_42038,MH38AB42038,4253.172
42039,Party_42039,MH39AB42039,10440.148
42040,Party_42040,MH40AB42040,8702.28
42041,Party_42041,MH41AB42041,14643.68
42042,Party_42042,MH42AB42042,11545.899
42043,Party_42043,MH43AB42043,9656.14
42044,Party_42044,MH44AB42044,5103.5
42045,Party_42045,MH45AB42045,9875.431
42046,Party_42046,MH46AB42046,12489.903
42047,Party_42047,MH47AB42047,2838.292
42048,Party_42048,MH48AB42048,6281.955
42049,Party_42049,MH49AB42049,7237.051
42050,Party_42050,MH50AB42050,12777.702
42051,Party_42051,MH51AB42051,13381.811
42052,Party_42052,MH52AB42052,8863.221
42053,Party_42053,MH53AB42053,4158.113
42054,Party_42054,MH54AB42054,9758.826
42055,Party_42055,MH55AB42055,10518.822
42056,Party_42056,MH56AB42056,4728.216
42057,Party_42057,MH57AB42057,7538.768
42058,Party_42058,MH58AB42058,2106.304
42059,Party_42059,MH59AB42059,12206.494
42060,Party_42060,MH60AB42060,3792.18
42061,Party_42061,MH61AB42061,13386.813
42062,Party_42062,MH62AB42062,8997.102
42063,Party_42063,MH63AB42063,4877.542
42064,Party_42064,MH64AB42064,6880.033
42065,Party_42065,MH65AB42065,9950.219
42066,Party_42066,MH66AB42066,4638.544
42067,Party_42067,MH67AB42067,14626.978
42068,Party_42068,MH68AB42068,9465.515
42069,Party_42069,MH69AB42069,7484.178
42070,Party_42070,MH70AB42070,10506.813
42071,Party_42071,MH71AB42071,6559.448
42072,Party_42072,MH72AB42072,12908.5
42073,Party_42073,MH73AB42073,14921.267
42074,Party_42074,MH74AB42074,11394.296
42075,Party_42075,MH75AB42075,10344.259
42076,Party_42076,MH76AB42076,8606.635
42077,Party_42077,MH77AB42077,5399.585
42078,Party_42078,MH78AB42078,14866.756
42079,Party_42079,MH79AB42079,14072.868
42080,Party_42080,MH80AB42080,14596.251
42081,Party_42081,MH81AB42081,5636.559
42082,Party_42082,MH82AB42082,9716.8
42083,Party_42083,MH83AB42083,6915.262
42084,Party_42084,MH84AB42084,10928.686
42085,Party_42085,MH85AB42085,12823.804
42086,Party_42086,MH86AB42086,12632.81
42087,Party_42087,MH87AB42087,2785.423
42088,Party_42088,MH88AB42088,9028.045
42089,Party_42089,MH89AB42089,5426.3
42090,Party_42090,MH90AB42090,10048.678
42091,Party_42091,MH91AB42091,11814.323
42092,Party_42092,MH92AB42092,14886.307
42093,Party_42093,MH93AB42093,3840.896
42094,Party_42094,MH94AB42094,9870.62
42095,Party_42095,MH95AB42095,7145.422
42096,Party_42096,MH96AB42096,3421.557
42097,Party_42097,MH97AB42097,7074.425
42098,Party_42098,MH98AB42098,13746.032
42099,Party_42099,MH99AB42099,9995.836
42100,Party_42100,MH00AB42100,11283.098
42101,Party_42101,MH01AB42101,2552.484
42102,Party_42102,MH02AB42102,14412.086
42103,Party_42103,MH03AB42103,8683.084
42104,Party_42104,MH04AB42104,2429.625
42105,Party_42105,MH05AB42105,14653.423
42106,Party_42106,MH06AB42106,10417.603
42107,Party_42107,MH07AB42107,10310.728
42108,Party_42108,MH08AB42108,2823.7
42109,Party_42109,MH09AB42109,10949.848
42110,Party_42110,MH10AB42110,5852.985
42111,Party_42111,MH11AB42111,2517.47
42112,Party_42112,MH12AB42112,13340.957
42113,Party_42113,MH13AB42113,7968.62
42114,Party_42114,MH14AB42114,6278.137
42115,Party_42115,MH15AB42115,5232.273
42116,Party_42116,MH16AB42116,7829.695
42117,Party_42117,MH17AB42117,13323.56
42118,Party_42118,MH18AB42118,13452.905
42119,Party_42119,MH19AB42119,8108.462
42120,Party_42120,MH20AB42120,4442.795
42121,Party_42121,MH21AB42121,4972.32
42122,Party_42122,MH22AB42122,7621.067
42123,Party_42123,MH23AB42123,5756.748
42124,Party_42124,MH24AB42124,5157.533
42125,Party_42125,MH25AB42125,3178.328
42126,Party_42126,MH26AB42126,2072.241
42127,Party_42127,MH27AB42127,11868.907
42128,Party_42128,MH28AB42128,5550.503
42129,Party_42129,MH29AB42129,3210.002
42130,Party_42130,MH30AB42130,9230.306
42131,Party_42131,MH31AB42131,12260.004
42132,Party_42132,MH32AB42132,8659.88
42133,Party_42133,MH33AB42133,12271.653
42134,Party_42134,MH34AB42134,13284.27
42135,Party_42135,MH35AB42135,8732.632
42136,Party_42136,MH36AB42136,2375.867
42137,Party_42137,MH37AB42137,12852.983
42138,Party_42138,MH38AB42138,4461.348
42139,Party_42139,MH39AB42139,11083.786
42140,Party_42140,MH40AB42140,10814.231
42141,Party_42141,MH41AB42141,10533.66
42142,Party_42142,MH42AB42142,11751.463
42143,Party_42143,MH43AB42143,11801.168
42144,Party_42144,MH44AB42144,10437.268
42145,Party_42145,MH45AB42145,4789.082
42146,Party_42146,MH46AB42146,6324.106
42147,Party_42147,MH47AB42147,11657.788
42148,Party_42148,MH48AB42148,12022.153
42149,Party_42149,MH49AB42149,9365.835
42150,Party_42150,MH50AB42150,14350.797
42151,Party_42151,MH51AB42151,11626.078
42152,Party_42152,MH52AB42152,7287.159
42153,Party_42153,MH53AB42153,6321.669
42154,Party_42154,MH54AB42154,11803.573
42155,Party_42155,MH55AB42155,12556.571
42156,Party_42156,MH56AB42156,2994.753
42157,Party_42157,MH57AB42157,10040.139
42158,Party_42158,MH58AB42158,7311.34
42159,Party_42159,MH59AB42159,12885.984
42160,Party_42160,MH60AB42160,7337.242
42161,Party_42161,MH61AB42161,4553.732
42162,Party_42162,MH62AB42162,9836.221
42163,Party_42163,MH63AB42163,8005.626
42164,Party_42164,MH64AB42164,7030.614
42165,Party_42165,MH65AB42165,14836.133
42166,Party_42166,MH66AB42166,10397.742
42167,Party_42167,MH67AB42167,14013.001
42168,Party_42168,MH68AB42168,14116.388
42169,Party_42169,MH69AB42169,3941.474
42170,Party_42170,MH70AB42170,6863.771
42171,Party_42171,MH71AB42171,13190.459
42172,Party_42172,MH72AB42172,12897.78
42173,Party_42173,MH73AB42173,7387.542
42174,Party_42174,MH74AB42174,5945.789
42175,Party_42175,MH75AB42175,8451.75
42176,Party_42176,MH76AB42176,6252.817
42177,Party_42177,MH77AB42177,14786.624
42178,Party_42178,MH78AB42178,5466.634
42179,Party_42179,MH79AB42179,10004.176
42180,Party_42180,MH80AB42180,3657.283
42181,Party_42181,MH81AB42181,14780.354
42182,Party_42182,MH82AB42182,11633.516
42183,Party_42183,MH83AB42183,6187.005
42184,Party_42184,MH84AB42184,6240.312
42185,Party_42185,MH85AB42185,9912.249
42186,Party_42186,MH86AB42186,2183.234
42187,Party_42187,MH87AB42187,2421.573
42188,Party_42188,MH88AB42188,12015.299
42189,Party_42189,MH89AB42189,13427.608
42190,Party_42190,MH90AB42190,10611.502
42191,Party_42191,MH91AB42191,8014.802
42192,Party_42192,MH92AB42192,7031.188
42193,Party_42193,MH93AB42193,8821.141
42194,Party_42194,MH94AB42194,5332.454
42195,Party_42195,MH95AB42195,9708.843
42196,Party_42196,MH96AB42196,10921.363
42197,Party_42197,MH97AB42197,12505.039
42198,Party_42198,MH98AB42198,13470.022
42199,Party_42199,MH99AB42199,3392.068
42200,Party_42200,MH00AB42200,8819.069
42201,Party_42201,MH01AB42201,5302.092
42202,Party_42202,MH02AB42202,7549.82
42203,Party_42203,MH03AB42203,7357.139
42204,Party_42204,MH04AB42204,4418.473
42205,Party_42205,MH05AB42205,6409.068
42206,Party_42206,MH06AB42206,7107.068
42207,Party_42207,MH07AB42207,10009.23
42208,Party_42208,MH08AB42208,3059.816
42209,Party_42209,MH09AB42209,7738.14
42210,Party_42210,MH10AB42210,6141.732
42211,Party_42211,MH11AB42211,6018.68
42212,Party_42212,MH12AB42212,10486.455
42213,Party_42213,MH13AB42213,11681.079
42214,Party_42214,MH14AB42214,13645.45
42215,Party_42215,MH15AB42215,4127.877
42216,Party_42216,MH16AB42216,6410.765
42217,Party_42217,MH17AB42217,7563.099
42218,Party_42218,MH18AB42218,11134.36
42219,Party_42219,MH19AB42219,8895.769
42220,Party_42220,MH20AB42220,6685.327
42221,Party_42221,MH21AB42221,13423.578
42222,Party_42222,MH22AB42222,10774.519
42223,Party_42223,MH23AB42223,8964.931
42224,Party_42224,MH24AB42224,2626.594
42225,Party_42225,MH25AB42225,13952.879
42226,Party_42226,MH26AB42226,11004.359
42227,Party_42227,MH27AB42227,4155.722
42228,Party_42228,MH28AB42228,9731.02
42229,Party_42229,MH29AB42229,10527.381
42230,Party_42230,MH30AB42230,10236.773
42231,Party_42231,MH31AB42231,11732.014
42232,Party_42232,MH32AB42232,5855.188
42233,Party_42233,MH33AB42233,8240.868
42234,Party_42234,MH34AB42234,13009.462
42235,Party_42235,MH35AB42235,2810.4
42236,Party_42236,MH36AB42236,5406.799
42237,Party_42237,MH37AB42237,5755.008
42238,Party_42238,MH38AB42238,10540.947
42239,Party_42239,MH39AB42239,8124.888
42240,Party_42240,MH40AB42240,9198.527
42241,Party_42241,MH41AB42241,2996.247
42242,Party_42242,MH42AB42242,4651.651
42243,Party_42243,MH43AB42243,7795.301
42244,Party_42244,MH44AB42244,9465.355
42245,Party_42245,MH45AB42245,3553.151
42246,Party_42246,MH46AB42246,14622.394
42247,Party_42247,MH47AB42247,12495.941
42248,Party_42248,MH48AB42248,11571.001
42249,Party_42249,MH49AB42249,8219.308
42250,Party_42250,MH50AB42250,11394.249
42251,Party_42251,MH51AB42251,12732.083
42252,Party_42252,MH52AB42252,9489.059
42253,Party_42253,MH53AB42253,4242.124
42254,Party_42254,MH54AB42254,14235.462
42255,Party_42255,MH55AB42255,2862.319
42256,Party_42256,MH56AB42256,4573.559
42257,Party_42257,MH57AB42257,4419.862
42258,Party_42258,MH58AB42258,12160.558
42259,Party_42259,MH59AB42259,9387.9
42260,Party_42260,MH60AB42260,7804.842
42261,Party_42261,MH61AB42261,10855.863
42262,Party_42262,MH62AB42262,9254.774
42263,Party_42263,MH63AB42263,14963.533
42264,Party_42264,MH64AB42264,12266.354
42265,Party_42265,MH65AB42265,12474.904
42266,Party_42266,MH66AB42266,7385.064
42267,Party_42267,MH67AB42267,2041.302
42268,Party_42268,MH68AB42268,11690.573
42269,Party_42269,MH69AB42269,13704.904
42270,Party_42270,MH70AB42270,9100.688
42271,Party_42271,MH71AB42271,12224.73
42272,Party_42272,MH72AB42272,2971.773
42273,Party_42273,MH73AB42273,4445.31
42274,Party_42274,MH74AB42274,10368.089
42275,Party_42275,MH75AB42275,7202.485
42276,Party_42276,MH76AB42276,13741.373
42277,Party_42277,MH77AB42277,4595.128
42278,Party_42278,MH78AB42278,3758.034
42279,Party_42279,MH79AB42279,13088.375
42280,Party_42280,MH80AB42280,6291.951
42281,Party_42281,MH81AB42281,6966.917
42282,Party_42282,MH82AB42282,10079.379
42283,Party_42283,MH83AB42283,12021.182
42284,Party_42284,MH84AB42284,11163.68
42285,Party_42285,MH85AB42285,2073.856
42286,Party_42286,MH86AB42286,13676.184
42287,Party_42287,MH87AB42287,7101.395
42288,Party_42288,MH88AB42288,7460.404
42289,Party_42289,MH89AB42289,10934.884
42290,Party_42290,MH90AB42290,12590.097
42291,Party_42291,MH91AB42291,10224.612
42292,Party_42292,MH92AB42292,9621.671
42293,Party_42293,MH93AB42293,3161.363
42294,Party_42294,MH94AB42294,5431.053
42295,Party_42295,MH95AB42295,11461.832
42296,Party_42296,MH96AB42296,14650.321
42297,Party_42297,MH97AB42297,5061.778
42298,Party_42298,MH98AB42298,11182.146
42299,Party_42299,MH99AB42299,11870.515
42300,Party_42300,MH00AB42300,12694.186
42301,Party_42301,MH01AB42301,11485.216
42302,Party_42302,MH02AB42302,9634.286
42303,Party_42303,MH03AB42303,6219.737
42304,Party_42304,MH04AB42304,4480.434
42305,Party_42305,MH05AB42305,14834.621
42306,Party_42306,MH06AB42306,7247.746
42307,Party_42307,MH07AB42307,4838.825
42308,Party_42308,MH08AB42308,9000.947
42309,Party_42309,MH09AB42309,14221.393
42310,Party_42310,MH10AB42310,9220.051
42311,Party_42311,MH11AB42311,12949.586
42312,Party_42312,MH12AB42312,6581.477
42313,Party_42313,MH13AB42313,6552.277
42314,Party_42314,MH14AB42314,9272.733
42315,Party_42315,MH15AB42315,4346.092
42316,Party_42316,MH16AB42316,10899.046
42317,Party_42317,MH17AB42317,6289.555
42318,Party_42318,MH18AB42318,13166.279
42319,Party_42319,MH19AB42319,14258.335
42320,Party_42320,MH20AB42320,12813.565
42321,Party_42321,MH21AB42321,4987.712
42322,Party_42322,MH22AB42322,2876.308
42323,Party_42323,MH23AB42323,14609.231
42324,Party_42324,MH24AB42324,10730.833
42325,Party_42325,MH25AB42325,7317.178
42326,Party_42326,MH26AB42326,6615.453
42327,Party_42327,MH27AB42327,8693.348
42328,Party_42328,MH28AB42328,5201.344
42329,Party_42329,MH29AB42329,5678.132
42330,Party_42330,MH30AB42330,8171.666
42331,Party_42331,MH31AB42331,12678.787
42332,Party_42332,MH32AB42332,2414.286
42333,Party_42333,MH33AB42333,7163.505
42334,Party_42334,MH34AB42334,12192.707
42335,Party_42335,MH35AB42335,9568.768
42336,Party_42336,MH36AB42336,11628.066
42337,Party_42337,MH37AB42337,13304.975
42338,Party_42338,MH38AB42338,6960.104
42339,Party_42339,MH39AB42339,14060.772
42340,Party_42340,MH40AB42340,5071.498
42341,Party_42341,MH41AB42341,3001.398
42342,Party_42342,MH42AB42342,5431.698
42343,Party_42343,MH43AB42343,8713.673
42344,Party_42344,MH44AB42344,11971.865
42345,Party_42345,MH45AB42345,14738.559
42346,Party_42346,MH46AB42346,9630.369
42347,Party_42347,MH47AB42347,6898.585
42348,Party_42348,MH48AB42348,6686.135
42349,Party_42349,MH49AB42349,3764.468
42350,Party_42350,MH50AB42350,8788.734
42351,Party_42351,MH51AB42351,12119.863
42352,Party_42352,MH52AB42352,9852.43
42353,Party_42353,MH53AB42353,13933.039
42354,Party_42354,MH54AB42354,13388.709
42355,Party_42355,MH55AB42355,6623.084
42356,Party_42356,MH56AB42356,13801.195
42357,Party_42357,MH57AB42357,10000.13
42358,Party_42358,MH58AB42358,2078.164
42359,Party_42359,MH59AB42359,9317.707
42360,Party_42360,MH60AB42360,5481.117
42361,Party_42361,MH61AB42361,5376.402
42362,Party_42362,MH62AB42362,7083.158
42363,Party_42363,MH63AB42363,13649.27
42364,Party_42364,MH64AB42364,2119.22
42365,Party_42365,MH65AB42365,4608.75
42366,Party_42366,MH66AB42366,4702.095
42367,Party_42367,MH67AB42367,10668.457
42368,Party_42368,MH68AB42368,4587.331
42369,Party_42369,MH69AB42369,10063.774
42370,Party_42370,MH70AB42370,14533.167
42371,Party_42371,MH71AB42371,11720.162
42372,Party_42372,MH72AB42372,8752.198
42373,Party_42373,MH73AB42373,14110.362
42374,Party_42374,MH74AB42374,2605.653
42375,Party_42375,MH75AB42375,9643.413
42376,Party_42376,MH76AB42376,5129.104
42377,Party_42377,MH77AB42377,10256.256
42378,Party_42378,MH78AB42378,9050.555
42379,Party_42379,MH79AB42379,4134.085
42380,Party_42380,MH80AB42380,14959.932
42381,Party_42381,MH81AB42381,2829.451
42382,Party_42382,MH82AB42382,11466.684
42383,Party_42383,MH83AB42383,6547.746
42384,Party_42384,MH84AB42384,8637.167
42385,Party_42385,MH85AB42385,10545.165
42386,Party_42386,MH86AB42386,5964.323
42387,Party_42387,MH87AB42387,4888.666
42388,Party_42388,MH88AB42388,10151.417
42389,Party_42389,MH89AB42389,13299.773
42390,Party_42390,MH90AB42390,2260.661
42391,Party_42391,MH91AB42391,7511.979
42392,Party_42392,MH92AB42392,3283.242
42393,Party_42393,MH93AB42393,12689.069
42394,Party_42394,MH94AB42394,4772.036
42395,Party_42395,MH95AB42395,6752.41
42396,Party_42396,MH96AB42396,8773.04
42397,Party_42397,MH97AB42397,11025.208
42398,Party_42398,MH98AB42398,2182.648
42399,Party_42399,MH99AB42399,8455.739
42400,Party_42400,MH00AB42400,7119.378
42401,Party_42401,MH01AB42401,10188.513
42402,Party_42402,MH02AB42402,14461.006
42403,Party_42403,MH03AB42403,7545.129
42404,Party_42404,MH04AB42404,7273.669
42405,Party_42405,MH05AB42405,8372.692
42406,Party_42406,MH06AB42406,14550.815
42407,Party_42407,MH07AB42407,7281.708
42408,Party_42408,MH08AB42408,5557.455
42409,Party_42409,MH09AB42409,3699.628
42410,Party_42410,MH10AB42410,11237.622
42411,Party_42411,MH11AB42411,14185.364
42412,Party_42412,MH12AB42412,11651.028
42413,Party_42413,MH13AB42413,8381.741
42414,Party_42414,MH14AB42414,5750.551
42415,Party_42415,MH15AB42415,12318.126
42416,Party_42416,MH16AB42416,13177.874
42417,Party_42417,MH17AB42417,4618.266
42418,Party_42418,MH18AB42418,11586.565
42419,Party_42419,MH19AB42419,11828.44
42420,Party_42420,MH20AB42420,4963.505
42421,Party_42421,MH21AB42421,9938.145
42422,Party_42422,MH22AB42422,12270.576
42423,Party_42423,MH23AB42423,10213.085
42424,Party_42424,MH24AB42424,6789.14
42425,Party_42425,MH25AB42425,3729.502
42426,Party_42426,MH26AB42426,9045.405
42427,Party_42427,MH27AB42427,11068.794
42428,Party_42428,MH28AB42428,5093.92
42429,Party_42429,MH29AB42429,8465.274
42430,Party_42430,MH30AB42430,3193.776
42431,Party_42431,MH31AB42431,14791.589
42432,Party_42432,MH32AB42432,9284.944
42433,Party_42433,MH33AB42433,7393.522
42434,Party_42434,MH34AB42434,12783.855
42435,Party_42435,MH35AB42435,8060.367
42436,Party_42436,MH36AB42436,8542.162
42437,Party_42437,MH37AB42437,3460.403
42438,Party_42438,MH38AB42438,11588.168
42439,Party_42439,MH39AB42439,2671.652
42440,Party_42440,MH40AB42440,7331.008
42441,Party_42441,MH41AB42441,9946.173
42442,Party_42442,MH42AB42442,3672.326
42443,Party_42443,MH43AB42443,6716.674
42444,Party_42444,MH44AB42444,8089.378
42445,Party_42445,MH45AB42445,11321.681
42446,Party_42446,MH46AB42446,6205.728
42447,Party_42447,MH47AB42447,3463.078
42448,Party_42448,MH48AB42448,10416.598
42449,Party_42449,MH49AB42449,2815.116
42450,Party_42450,MH50AB42450,9570.255
42451,Party_42451,MH51AB42451,11111.069
42452,Party_42452,MH52AB42452,7884.194
42453,Party_42453,MH53AB42453,10327.453
42454,Party_42454,MH54AB42454,9197.882
42455,Party_42455,MH55AB42455,4350.775
42456,Party_42456,MH56AB42456,13281.209
42457,Party_42457,MH57AB42457,5586.402
42458,Party_42458,MH58AB42458,7984.883
42459,Party_42459,MH59AB42459,7314.8
42460,Party_42460,MH60AB42460,11267.173
42461,Party_42461,MH61AB42461,12339.55
42462,Party_42462,MH62AB42462,5436.5
42463,Party_42463,MH63AB42463,7986.151
42464,Party_42464,MH64AB42464,9554.505
42465,Party_42465,MH65AB42465,6870.334
42466,Party_42466,MH66AB42466,14399.739
42467,Party_42467,MH67AB42467,10578.953
42468,Party_42468,MH68AB42468,11625.175
42469,Party_42469,MH69AB42469,3456.233
42470,Party_42470,MH70AB42470,7423.478
42471,Party_42471,MH71AB42471,5482.657
42472,Party_42472,MH72AB42472,7500.372
42473,Party_42473,MH73AB42473,12933.804
42474,Party_42474,MH74AB42474,7208.022
42475,Party_42475,MH75AB42475,3166.544
42476,Party_42476,MH76AB42476,11799.492
42477,Party_42477,MH77AB42477,3542.491
42478,Party_42478,MH78AB42478,13244.126
42479,Party_42479,MH79AB42479,2350.474
42480,Party_42480,MH80AB42480,12264.429
42481,Party_42481,MH81AB42481,8413.969
42482,Party_42482,MH82AB42482,14118.435
42483,Party_42483,MH83AB42483,13116.156
42484,Party_42484,MH84AB42484,9856.115
42485,Party_42485,MH85AB42485,14956.02
42486,Party_42486,MH86AB42486,9197.557
42487,Party_42487,MH87AB42487,7406.538
42488,Party_42488,MH88AB42488,10032.415
42489,Party_42489,MH89AB42489,9774.63
42490,Party_42490,MH90AB42490,13448.676
42491,Party_42491,MH91AB42491,3181.153
42492,Party_42492,MH92AB42492,2367.424
42493,Party_42493,MH93AB42493,13971.573
42494,Party_42494,MH94AB42494,7317.276
42495,Party_42495,MH95AB42495,8475.377
42496,Party_42496,MH96AB42496,3617.468
42497,Party_42497,MH97AB42497,4129.791
42498,Party_42498,MH98AB42498,3347.429
42499,Party_42499,MH99AB42499,11326.11
42500,Party_42500,MH00AB42500,7516.342
42501,Party_42501,MH01AB42501,12169.845
42502,Party_42502,MH02AB42502,11120.508
42503,Party_42503,MH03AB42503,9013.292
42504,Party_42504,MH04AB42504,5800.164
42505,Party_42505,MH05AB42505,12378.869
42506,Party_42506,MH06AB42506,4348.724
42507,Party_42507,MH07AB42507,3103.637
42508,Party_42508,MH08AB42508,5401.28
42509,Party_42509,MH09AB42509,13025.439
42510,Party_42510,MH10AB42510,13588.014
42511,Party_42511,MH11AB42511,4636.443
42512,Party_42512,MH12AB42512,9515.123
42513,Party_42513,MH13AB42513,12750.727
42514,Party_42514,MH14AB42514,7940.282
42515,Party_42515,MH15AB42515,8377.062
42516,Party_42516,MH16AB42516,9940.406
42517,Party_42517,MH17AB42517,8470.417
42518,Party_42518,MH18AB42518,3730.762
42519,Party_42519,MH19AB42519,8311.129
42520,Party_42520,MH20AB42520,14311.728
42521,Party_42521,MH21AB42521,11511.008
42522,Party_42522,MH22AB42522,6079.76
42523,Party_42523,MH23AB42523,13174.225
42524,Party_42524,MH24AB42524,10793.627
42525,Party_42525,MH25AB42525,14225.198
42526,Party_42526,MH26AB42526,13147.621
42527,Party_42527,MH27AB42527,7878.088
42528,Party_42528,MH28AB42528,6673.648
42529,Party_42529,MH29AB42529,5401.148
42530,Party_42530,MH30AB42530,4824.843
42531,Party_42531,MH31AB42531,10611.271
42532,Party_42532,MH32AB42532,6366.781
42533,Party_42533,MH33AB42533,13575.705
42534,Party_42534,MH34AB42534,3101.398
42535,Party_42535,MH35AB42535,11001.501
42536,Party_42536,MH36AB42536,9084.347
42537,Party_42537,MH37AB42537,3999.9
42538,Party_42538,MH38AB42538,14659.865
42539,Party_42539,MH39AB42539,13224.957
42540,Party_42540,MH40AB42540,5819.073
42541,Party_42541,MH41AB42541,14886.267
42542,Party_42542,MH42AB42542,3642.175
42543,Party_42543,MH43AB42543,5868.005
42544,Party_42544,MH44AB42544,11178.366
42545,Party_42545,MH45AB42545,12775.479
42546,Party_42546,MH46AB42546,4399.297
42547,Party_42547,MH47AB42547,9818.656
42548,Party_42548,MH48AB42548,2818.528
42549,Party_42549,MH49AB42549,7766.474
42550,Party_42550,MH50AB42550,2156.229
42551,Party_42551,MH51AB42551,12770.463
42552,Party_42552,MH52AB42552,5804.694
42553,Party_42553,MH53AB42553,12809.238
42554,Party_42554,MH54AB42554,12476.854
42555,Party_42555,MH55AB42555,9652.614
42556,Party_42556,MH56AB42556,3415.905
42557,Party_42557,MH57AB42557,3584.805
42558,Party_42558,MH58AB42558,3077.39
42559,Party_42559,MH59AB42559,9284.584
42560,Party_42560,MH60AB42560,14214.86
42561,Party_42561,MH61AB42561,9223.748
42562,Party_42562,MH62AB42562,10344.348
42563,Party_42563,MH63AB42563,12849.482
42564,Party_42564,MH64AB42564,8447.099
42565,Party_42565,MH65AB42565,3293.65
42566,Party_42566,MH66AB42566,6172.359
42567,Party_42567,MH67AB42567,4672.893
42568,Party_42568,MH68AB42568,14972.05
42569,Party_42569,MH69AB42569,2639.399
42570,Party_42570,MH70AB42570,14019.582
42571,Party_42571,MH71AB42571,10658.487
42572,Party_42572,MH72AB42572,5446.363
42573,Party_42573,MH73AB42573,12064.153
42574,Party_42574,MH74AB42574,5252.395
42575,Party_42575,MH75AB42575,11864.358
42576,Party_42576,MH76AB42576,6743.749
42577,Party_42577,MH77AB42577,12066.697
42578,Party_42578,MH78AB42578,3709.103
42579,Party_42579,MH79AB42579,10260.06
42580,Party_42580,MH80AB42580,3787.244
42581,Party_42581,MH81AB42581,4109.771
42582,Party_42582,MH82AB42582,3370.668
42583,Party_42583,MH83AB42583,6859.165
42584,Party_42584,MH84AB42584,12196.992
42585,Party_42585,MH85AB42585,6980.593
42586,Party_42586,MH86AB42586,2603.935
42587,Party_42587,MH87AB42587,5702.567
42588,Party_42588,MH88AB42588,3527.401
42589,Party_42589,MH89AB42589,3965.408
42590,Party_42590,MH90AB42590,6920.009
42591,Party_42591,MH91AB42591,5982.181
42592,Party_42592,MH92AB42592,12416.568
42593,Party_42593,MH93AB42593,8086.131
42594,Party_42594,MH94AB42594,6802.555
42595,Party_42595,MH95AB42595,2022.818
42596,Party_42596,MH96AB42596,10305.034
42597,Party_42597,MH97AB42597,13865.014
42598,Party_42598,MH98AB42598,11253.719
42599,Party_42599,MH99AB42599,13214.157
42600,Party_42600,MH00AB42600,9268.958
42601,Party_42601,MH01AB42601,13892.54
42602,Party_42602,MH02AB42602,13959.67
42603,Party_42603,MH03AB42603,3753.544
42604,Party_42604,MH04AB42604,7079.541
42605,Party_42605,MH05AB42605,10469.764
42606,Party_42606,MH06AB42606,13171.416
42607,Party_42607,MH07AB42607,8244.157
42608,Party_42608,MH08AB42608,3501.817
42609,Party_42609,MH09AB42609,11235.222
42610,Party_42610,MH10AB42610,5677.872
42611,Party_42611,MH11AB42611,12714.648
42612,Party_42612,MH12AB42612,3430.39
42613,Party_42613,MH13AB42613,4520.839
42614,Party_42614,MH14AB42614,8612.451
42615,Party_42615,MH15AB42615,10484.694
42616,Party_42616,MH16AB42616,12702.616
42617,Party_42617,MH17AB42617,6044.767
42618,Party_42618,MH18AB42618,14542.664
42619,Party_42619,MH19AB42619,4558.883
42620,Party_42620,MH20AB42620,3770.097
42621,Party_42621,MH21AB42621,3839.61
42622,Party_42622,MH22AB42622,6239.124
42623,Party_42623,MH23AB42623,6926.632
42624,Party_42624,MH24AB42624,2118.854
42625,Party_42625,MH25AB42625,2033.426
42626,Party_42626,MH26AB42626,2836.528
42627,Party_42627,MH27AB42627,3864.782
42628,Party_42628,MH28AB42628,10190.03
42629,Party_42629,MH29AB42629,8128.673
42630,Party_42630,MH30AB42630,8216.777
42631,Party_42631,MH31AB42631,11749.264
42632,Party_42632,MH32AB42632,2874.475
42633,Party_42633,MH33AB42633,2103.356
42634,Party_42634,MH34AB42634,10836.26
