die_number,dimension1,dimension2,dimension3,dimension4,wt_kg_p_mt,die_diagram
56505,85,44,1.5,0,1.066,die_profile_images/.net_data/0bcb74ea-ecf0-48af-8f7f-27e240ebceff_door bottom.jpg
56551,114,44.5,1.2,0,1.05,die_profile_images/.net_data/cff6f544-700d-49f5-8394-08d92e09420a_DOOR BOTTOM.jpg
57001,21,17.25,0.5,0,0.069,die_profile_images/.net_data/39a115b8-93b3-4181-85c5-13654a88aec1_GLASSING CLIP.jpg
57002,21,17.25,0.55,0,0.072,die_profile_images/.net_data/e14e5887-5fae-4b32-bb1a-6fe617b76874_glassing clip.jpg
57003,21,17.25,0.7,0,0.09,die_profile_images/.net_data/87d21d29-5d94-400a-8902-ab4a91b5ccea_glassing clip.jpg
57004,19.6,17.5,1.2,0,0.17,die_profile_images/.net_data/1764a276-a30a-435d-a1a1-a78b7ba0abe3_57004 CLIP.jpg
57005,21,17.25,1.2,0,0.144,die_profile_images/.net_data/f6c9c7b7-e5ba-4e85-b75b-b6c435294e5f_glassing clip.jpg
57501,44.5,5,0.45,0,0.12,die_profile_images/.net_data/e40ad86e-cce7-4dfb-a760-83e56e708ac6_glassing patta.jpg
57502,44.5,5,1.45,0,0.239,die_profile_images/.net_data/3d8e7532-fc84-4e9a-b573-782cd220ccb3_glassing patta.jpg
58001,41.6,28,0,0,1.149,die_profile_images/.net_data/f4f6b721-93bc-46ad-ae9a-e0ee28bbd863_58001.jpg
58002,30,15,2,0,0.779,die_profile_images/2021/08/07/120026/58002.jpg
58003,51.25,30.69,1.5,0,0.55,die_profile_images/2021/08/31/035039/58003.jpg
58004,23,7.6,0.9,0,0.152,die_profile_images/2022/10/17/104705/58004.jpg
58005,71.5,35.55,35.55,9.9,3.198,die_profile_images/2022/11/11/035346/58005.jpg
58006,16.6,19.5,4.18,0,0.452,die_profile_images/2022/11/11/035840/58006.jpg
58007,45,45,3,0,2.064,die_profile_images/2023/09/16/095855/58007.jpg
58008,60,60,3,0,2.626,die_profile_images/2023/09/16/095948/58008.jpg
58009,40,24,18,0,1.861,die_profile_images/2024/01/18/124926/58009.jpg
58010,27,19,0,0,0.936,die_profile_images/2025/03/12/113201/58010.jpg
58101,7.95,16,1.88,0,0.179,die_profile_images/.net_data/9b649164-ce53-4266-be9e-f639f38c5214_58101.jpg
58102,59.18,31.45,0,0,2.699,die_profile_images/2022/09/01/123824/58102.jpg
58103,60,10.7,6.7,0,1.163,die_profile_images/2021/04/03/014912/58103.jpg
58104,44,11.5,6.3,0,0.755,die_profile_images/2021/04/03/121327/58104.jpg
58105,48,11.5,6.3,0,0.863,die_profile_images/2021/04/03/015044/58105.jpg
58106,68,10,5.85,0,1.358,die_profile_images/2021/04/03/015213/58106.jpg
58107,18.4,15,0,0,0.558,die_profile_images/2021/05/27/113155/58107.jpg
58108,155.15,8.9,0.95,0,1.161,die_profile_images/2023/09/21/111302/58108.jpg
58109,117.85,8.9,0.95,0,0.841,die_profile_images/2023/09/21/111652/58109.jpg
58110,68.5,9.9,5.8,0,1.34,die_profile_images/2023/10/09/053759/58110.jpg
58111,60,30,3.1,0,1.731,die_profile_images/2023/11/01/120522/58111.jpg
58112,30,30,2.5,0,1.002,die_profile_images/2023/11/01/120338/58112.jpg
58113,30,15,4.35,0,0.665,die_profile_images/2023/12/02/103630/58113.jpg
58114,20.2,7.85,1.7,0,0.23,die_profile_images/2024/04/12/094023/58114.jpg
58115,19.8,5.8,1.45,0,0.131,die_profile_images/2024/04/12/094313/58115.jpg
58116,16.5,5.8,1.45,0,0.15,die_profile_images/2024/04/12/094434/58116.jpg
58117,152.3,8.8,0.95,0,1.103,die_profile_images/2024/06/03/053945/58117.jpg
58118,65,10.4,0,0,1.159,die_profile_images/2024/06/03/053312/58118.jpg
58119,18.39,15,1.8,0,0.558,die_profile_images/2024/06/02/014836/58119.jpg
58120,31,59.4,0,0,2.669,die_profile_images/2024/06/03/054503/58120.jpg
58121,76,32,12,0,4.04,die_profile_images/2024/06/02/013536/58121.jpg
58201,40.2,30,1.2,0,0.58,die_profile_images/.net_data/0031d9af-4d63-4ddf-8756-2fb9338bab44_58201.jpg
58202,87.5,20,4,0,1.393,die_profile_images/2022/06/17/033541/58202.jpg
58203,75,42,4.1,0,1.681,die_profile_images/2022/06/17/033756/58203.jpg
58204,75,20,3.5,0,0.958,die_profile_images/2022/09/01/060301/58204.jpg
58205,87.5,87.5,4.5,0,2.373,die_profile_images/2022/06/17/034148/58205.jpg
58301,18,15,1.2,0,0.188,die_profile_images/.net_data/8f594710-5eab-461f-80f7-d0869e939d8b_58301.jpg
58302,45,15,1.2,0,0.299,die_profile_images/.net_data/52d5cb4f-813e-4ffe-b659-1d9b732e8964_58302.jpg
58303,55,3.7,1.2,0,0.226,die_profile_images/.net_data/a5c61d9b-027a-4b68-b03d-664f81ef850a_58303.jpg
58401,25.2,17,1.2,0,0.213,die_profile_images/.net_data/9d0a57a2-2cae-45ed-ad0a-28be3dce62cf_58401.jpg
58402,13,33,1.75,0,0.293,die_profile_images/.net_data/1ec5a7e8-f7e3-4ecd-9988-ecd7f1734c9b_58402.jpg
58403,13,18,1.25,0,0.166,die_profile_images/.net_data/3383c2c1-f454-44f1-80ba-bce1b5f39c6d_58403.jpg
58404,68,28.75,1.6,0,0.86,die_profile_images/.net_data/8eed25da-019e-4467-85e9-7ee366c80bf8_58404.jpg
58405,34.4,28.75,1.6,0,0.548,die_profile_images/.net_data/6e98772c-27b5-4d21-80f4-a58d7ac7cf6f_58405.jpg
58501,50,46.56,1.72,0,0.613,die_profile_images/2024/01/11/115259/58501.jpg
58502,50.4,46,2.2,0,0.725,die_profile_images/2024/01/11/115426/58502.jpg
58503,73.1,25.2,1.55,0,0.79,die_profile_images/2024/01/11/115538/58503.jpg
58504,85.7,25.2,1.28,0,0.73,die_profile_images/2024/01/11/115644/58504.jpg
58505,75.7,21.9,1.6,0,0.397,die_profile_images/2024/01/11/024229/58505.jpg
58506,77.6,33.76,1.41,0,0.543,die_profile_images/2024/01/11/024252/58506.jpg
58507,71.4,33.5,2,0,0.952,die_profile_images/2024/03/02/035957/69507.jpg
58508,45,25.6,2.5,0,0.466,die_profile_images/2024/03/02/035203/58508.jpg
58509,77.2,69.59,1.8,0,0.772,die_profile_images/2024/03/27/104447/58509.jpg
58510,32.8,20,1.2,0,0.383,die_profile_images/2024/04/23/100149/58510.jpg
58511,49.5,45.11,2.2,0,0.725,die_profile_images/2024/11/17/121216/58511.jpg
58601,100,40,1.5,0,0.792,die_profile_images/.net_data/d4306d76-2640-4b5a-96c7-78d36cd944a9_58601.jpg
58602,45.5,55,1.4,0,0.789,die_profile_images/.net_data/4a7e5656-335b-428e-95c8-ed68ad1e724f_58602.jpg
58603,22.2,40.2,1.3,0,0.443,die_profile_images/.net_data/493a2c15-16a5-4cf2-a6bf-b3c8e5a36ab0_58603.jpg
58604,25.2,22.8,1.2,0,0.319,die_profile_images/.net_data/b68afa83-e331-4d8a-ad64-b9ffedc1ca44_58604.jpg
58605,39,9.5,1.3,0,0.368,die_profile_images/.net_data/39272f49-ce70-4e13-b68c-fc8704663ef9_58605.jpg
58606,61.5,40,2,0,1.478,die_profile_images/.net_data/44ebc35f-2de3-4fe6-bc49-4ced0ee40d38_58606.jpg
58607,38.3,38,1.3,0,0.448,die_profile_images/.net_data/7d55e984-650d-44b2-9301-ac5b2f6a5e98_58607.jpg
58608,38.3,4.8,1.2,0,0.149,die_profile_images/.net_data/66bea593-9e9a-45f2-a4a8-b9b9f4af68ca_58608.jpg
58609,40,111,3.5,0,2.696,die_profile_images/.net_data/1d473c63-a5dd-4662-81ae-f4f320ce6840_58609.jpg
58610,65.25,82.9,2.26,0,1.766,die_profile_images/2021/08/13/114757/58610.jpg
58611,65.34,67.43,2.5,0,2.235,die_profile_images/2021/07/29/120946/58611.jpg
58612,55,40,1.8,0,1.118,die_profile_images/.net_data/bd5a2d57-e723-4934-9177-4af75e64598d_58612.jpg
58613,72,98,3,0,3.5,die_profile_images/2021/10/26/112847/58613.jpg
58614,50,50,1.8,0,1.203,die_profile_images/.net_data/35a44dc2-9f3a-4f4b-872a-47513c9bbdd5_58614.jpg
58615,75,25,1.8,0,1.099,die_profile_images/.net_data/37e94585-a52c-4afb-bef6-ce5fcd72f4d3_58615.jpg
58616,75,25,1.2,0,0.755,die_profile_images/.net_data/49fa3f2f-a51f-4512-9665-30cb43d98546_58616.jpg
58617,25.6,7.84,1.4,0,0.278,die_profile_images/2021/07/29/120826/58617.jpg
58618,160,40,3,0,2.548,die_profile_images/2021/10/26/113050/58618.jpg
58619,100,40,3,0,2.497,die_profile_images/2021/10/26/113248/58619.jpg
58620,59.61,67.25,1.5,0,1.128,die_profile_images/2021/10/26/113431/58620.jpg
58621,66.42,87.95,3,0,0.256,die_profile_images/2021/10/26/113724/58621.jpg
58622,66.42,87.95,3,0,2.255,die_profile_images/2021/10/26/113923/58622.jpg
58623,35,47.5,2.5,0,1.141,die_profile_images/2021/10/26/114045/58623.jpg
58624,54.3,7.8,1.75,0,0.415,die_profile_images/2024/06/05/043212/58624.jpg
58625,69.8,9.15,1.25,0,0.34,die_profile_images/2024/06/05/043359/58625.jpg
58626,42,10.2,1,0,0.394,die_profile_images/2024/08/08/100329/58626.jpg
58627,25.3,16.2,1.4,0,0.203,die_profile_images/2024/08/08/100744/58627.jpg
58751,26.06,12.58,0.7,0,0.136,die_profile_images/2024/08/31/032754/58751.jpg
58752,25.98,10.61,0.7,0,0.101,die_profile_images/2024/08/31/033038/58752.jpg
58801,81.5,1.7,0,0,4.054,die_profile_images/2021/05/09/105308/58801.jpg
58802,46.5,1.25,0,0,1.655,die_profile_images/2021/05/09/105432/58802.jpg
59001,32,20,6.8,0,1.02,die_profile_images/.net_data/b7ce5a1a-6e95-46a1-ba8d-6ae4dffbe64c_59001.jpg
59002,65.5,35,2.6,0,1.318,die_profile_images/.net_data/769038f0-3e79-4ece-887d-1eb704ab8c2a_59002.jpg
59003,33.75,32.25,2.65,0,0.762,die_profile_images/.net_data/bba5dfd7-ce4c-4faf-9796-496108c38a77_59003.jpg
59004,27,14,0,0,0.991,die_profile_images/.net_data/d12ada7f-ca2c-4e86-a8fb-c9b610dff543_59004.jpg
59005,10.6,32,0,0,0.673,die_profile_images/.net_data/7c39dbe4-8ee5-4ce7-bf87-ac3676c07ad6_59005.jpg
59006,70.01,102.34,3.7,0,3.955,die_profile_images/.net_data/b3fd8bfa-9dc5-474a-b152-6d6891da545e_59006.jpg
59007,83.7,75.5,3,0,0.696,die_profile_images/.net_data/a557a3be-9fc2-4728-baca-e24939378efd_59007.jpg
59008,9,30,6.9,0,0.609,die_profile_images/.net_data/8ec0d286-28ca-439f-abf3-8c20b3181653_59008.jpg
59009,36.5,90.4,6,0,2.079,die_profile_images/.net_data/330c5920-745e-4b45-b6c7-b5aa9c9d2b5f_59009.jpg
59010,20,32,6,0,0.687,die_profile_images/.net_data/fed285b3-524d-4c39-9fc7-c355730a4c8c_59010.jpg
59011,58,29.5,1.1,0,1.225,die_profile_images/.net_data/8fcfba70-e681-4347-9ec8-d554facc1aac_59011.jpg
59012,36,38,1,0,0.427,die_profile_images/.net_data/5744f648-654b-4be5-8c74-679637da5c19_59012.jpg
59013,34.5,7.6,0,0,0.553,die_profile_images/.net_data/3da854f7-bbbb-4bb9-87f4-4ecf4be703bb_59013.jpg
59014,9.9,32,0,0,0.662,die_profile_images/.net_data/feb27320-b292-4c56-92c3-ac06cb0070ec_59014.jpg
59015,9.9,27.28,0,0,0.596,die_profile_images/.net_data/363e2788-6ec9-4eb2-83ba-1949bd7f21bb_59015.jpg
59016,20.5,24.6,2.8,0,0.538,die_profile_images/.net_data/e707463f-8c12-4310-9dc6-92e4b57a52cf_59016.jpg
59017,24.4,4.5,0,0,0.258,die_profile_images/.net_data/9e55d615-c4df-4958-86b5-cdb130d9bebe_59017.jpg
59018,30.5,4.7,1.5,0,0.197,die_profile_images/.net_data/68aefcb8-5ce2-4cbb-9abc-408c234ba7fb_59018.jpg
59019,15,9,0,0,0.276,die_profile_images/.net_data/5be5b36c-a77f-435c-b836-73a9104650ca_59019.jpg
59020,50,9.1,4.2,0,0.727,die_profile_images/.net_data/d06b917a-d793-4aa5-b3e7-ee36a6beb62b_59020.jpg
59021,30,7,2.4,0,0.275,die_profile_images/.net_data/9c9ff65f-89fa-4a15-a958-c3fe0bb1e114_59021.jpg
59022,51,29.8,3,0,1.064,die_profile_images/.net_data/69259b48-15fc-4e86-a8db-105cc5cc757e_59022.jpg
59023,30,9,4,0,0.461,die_profile_images/.net_data/d6af9e5e-aebb-4b21-9c91-fe14eee3118e_59023.jpg
59024,41.8,18,1.5,0,0.276,die_profile_images/.net_data/0a0acc66-e2e6-470d-af12-7226c5dad3d7_59024.jpg
59025,12.24,37.6,2.84,0,0.814,die_profile_images/.net_data/817c15ac-5576-4568-a29b-b65c9c8ef28e_62176.jpg
59026,13.5,18,3.55,0,0.378,die_profile_images/.net_data/94ddb9c9-2d0e-4352-90aa-bb313def8540_27003.jpg
59027,28,15.8,2,0,0.35,die_profile_images/.net_data/35d4c93c-4537-4dbc-8cdd-40bb318dd27a_62163.jpg
59028,58.1,35.4,3,0,0.74,die_profile_images/.net_data/969e9918-9aad-4065-b44b-f684990a9873_62162.jpg
59029,54.2,39.6,2.8,0,0.788,die_profile_images/.net_data/08afd49a-2434-4555-90cb-935071ce2080_62164.jpg
59030,58.1,31.5,2,0,0.548,die_profile_images/.net_data/831b77dd-3ffa-4abb-aabe-5d56b89942b7_62162.jpg
59031,28,15.8,1,0,0.23,die_profile_images/.net_data/711adad6-c8d2-418d-8d59-e17e2e789557_62132.jpg
59032,21,10.5,0,0,0.482,die_profile_images/.net_data/da62100d-1d7d-4ae9-8138-de91f2dc52dd_62165.jpg
59033,52.5,43,3.7,0,1.056,die_profile_images/.net_data/f72b1d41-7274-4480-aad8-f3b0d6b9f909_62204.jpg
59034,19.8,8,0,0,1.518,die_profile_images/.net_data/0de563fa-3787-4b07-8c4b-ebe715824c1b_70101.jpg
59035,18.95,9.3,0.9,0,0.08,die_profile_images/.net_data/2aeb2a48-38e1-435c-a947-253caad24fbb_Door seal.jpg
59036,18.95,6.7,0.8,0,0.062,die_profile_images/.net_data/f8e975c5-5213-4d20-b64d-088d896ba2e5_Door seal.jpg
59037,45.18,9.2,1,0,0.29,die_profile_images/.net_data/b05aa362-7532-4cd7-b38b-d44ddfe2529b_62133.jpg
59038,57.94,19.9,0.9,0,0.351,die_profile_images/.net_data/10521ba1-ce11-4727-a0f5-1f69030989cf_59038.jpg
59039,38,12,0,0,1.212,die_profile_images/.net_data/eedffaac-1a07-4202-93d3-36d8fb031fab_59039.jpg
59040,32,12,0,0,1.018,die_profile_images/.net_data/beb15eef-93a3-46d7-bfd5-f20011f9548a_59040.jpg
59041,28.31,20.88,1.9,0,0.509,die_profile_images/.net_data/1a8f935d-4f27-47cf-96b2-9fe633cdaf33_59041.jpg
59042,35.1,11.8,2,0,0.851,die_profile_images/.net_data/daa88db4-cf58-4374-972d-7250f5cf7b6b_59042.jpg
59043,32,14.5,0,0,0.823,die_profile_images/2021/03/01/051432/59043.jpg
59044,33,11.8,0,0,1.018,die_profile_images/2021/04/05/033414/59044.jpg
59045,30.3,12.9,0,0,0.792,die_profile_images/2021/04/05/033623/59045.jpg
59046,43,20,0,0,0.451,die_profile_images/2021/04/05/033246/59046.jpg
59047,32,11.6,0,0,0.798,die_profile_images/2021/05/08/032203/59047.jpg
59048,9.5,32,5,0,0.741,die_profile_images/2021/04/29/045619/59048.jpg
59049,22.5,17,0,0,0.407,die_profile_images/2021/06/13/010504/59049.jpg
59050,23,22,0,0,0.498,die_profile_images/2021/06/16/042347/59050.jpg
59051,58.1,51.54,1.85,0,0.445,die_profile_images/2023/05/04/113122/59051.jpg
60001,50,7.4,0,0,0.83,die_profile_images/.net_data/82645470-4ab4-42b2-8ddc-bf4de6c8aba0_60001.jpg
60002,54.6,7.4,0,0,0.93,die_profile_images/.net_data/797f08ad-eb63-46e1-81fd-72b61a080b37_60002.jpg
60003,40,56,2,0,1.787,die_profile_images/.net_data/26830d2d-419a-4951-b189-6cf953a7a386_60003.jpg
60004,49.5,28,1.25,0,0.375,die_profile_images/.net_data/d93206ea-e354-4fd5-8828-05ef8608b647_60004.jpg
60005,51,20,0.9,0,0.142,die_profile_images/.net_data/efc4c8ff-f724-4e72-9a8c-3e474a888332_60005.jpg
60006,22,9.75,1.25,0,0.101,die_profile_images/.net_data/343f7f7b-1d50-489d-9f31-80695d5294fb_60006.jpg
60007,33,25,1.25,0,0.445,die_profile_images/.net_data/ad9c44db-c652-4dde-9749-b3c7db76e134_60007.jpg
60008,33.85,5,1.07,0,0.125,die_profile_images/.net_data/750cf0d3-fb4c-4b03-ad7e-1b52a76c3115_60008.jpg
60009,59.85,11,0.9,0,0.199,die_profile_images/.net_data/31ad78f1-48c2-4600-a731-d2a2e7bfbcfd_60009.jpg
60010,12.1,60.17,1.2,0,0.443,die_profile_images/.net_data/fc9b26c6-5c76-4179-9936-e68eb906177d_60010.jpg
60011,60,10,1.2,0,0.433,die_profile_images/.net_data/27f98e62-b91b-45fb-b38c-eb41b569cc46_60011.jpg
60012,59.75,4.07,0.95,0,0.204,die_profile_images/.net_data/70d9c34a-8d39-40d3-9917-ed4671ac2cb4_60012.jpg
60013,100,10.1,1,0,0.328,die_profile_images/.net_data/29225dfe-99a4-4a39-add7-fdbe85bab73a_60013.jpg
60014,60.25,60.25,1.25,0,0.898,die_profile_images/.net_data/ddbfc38c-ebae-41a3-9ec4-45d0da0d8784_60014.jpg
60015,83.5,55.5,1.2,0,1.04,die_profile_images/.net_data/f05caab4-c76b-4656-909b-13298bef0dfa_60015.jpg
60016,32,7.4,1.2,0,0.133,die_profile_images/.net_data/c212d356-147f-49a1-a7b4-cbe5acc2ca4a_60016.jpg
60017,11.5,77,1.35,0,0.55,die_profile_images/.net_data/2a0b03c7-d70f-421d-b73b-d2220297670e_60017.jpg
60018,45,81.2,1.3,0,0.6,die_profile_images/.net_data/3514cff1-e11c-4741-bf41-13a5c2467c7f_60018.jpg
60019,76,31,1.25,0,0.97,die_profile_images/.net_data/dc8e49a5-e927-4133-b4e0-0f30875a1498_60019.jpg
60020,50,41,1,0,0.431,die_profile_images/.net_data/d01b2e33-1f47-44f1-b8ce-b878f96d8078_60020.jpg
60021,81.2,39,1,0,0.984,die_profile_images/.net_data/03d03d7d-b7bc-42d7-bb4c-94a0bdbfc54b_60021.jpg
60022,24.5,4.7,1,0,0.092,die_profile_images/.net_data/5a669922-f665-4192-bab7-1fbd5d56eb34_60022.jpg
60023,25.6,19.3,1,0,0.237,die_profile_images/.net_data/116e19bb-5f6d-4ecb-a6af-6c7237d4ca91_60023.jpg
60024,25.5,19.3,1,0,0.232,die_profile_images/.net_data/5b23c75e-af65-4366-a22b-e975ea4636c4_60024.jpg
60025,85.3,14.5,1.5,0,0.978,die_profile_images/.net_data/0d80ae24-4f74-4796-97b8-7600c2b51878_60025.jpg
60026,32.2,18,1.3,0,0.364,die_profile_images/.net_data/1b887b8a-3250-467c-ace7-d4ef0c6178c4_60026.jpg
60027,22.6,4.2,1.2,0,0.083,die_profile_images/.net_data/03671c64-1148-48f8-a821-949502a2394a_60027.jpg
60028,32,12,1.5,0,0.207,die_profile_images/.net_data/e83aab38-cfa4-4955-ac22-a066bd95f07e_60028.jpg
60029,31.7,11,1,0,0.138,die_profile_images/.net_data/31178c80-4c06-4dde-80ae-2b10fd042fdc_60029.jpg
60030,32,32,1.2,0,0.474,die_profile_images/.net_data/c4856f12-d715-4f52-a920-8382cd40551b_60030.jpg
60031,100,82,1.2,0,1.535,die_profile_images/.net_data/9b9e02d8-d7cd-43a1-9db0-9e90e87f0881_60031.jpg
60032,104,93,1.2,0,1.687,die_profile_images/.net_data/a262f8e3-1684-40b1-b51c-7ad4106492e0_60032.jpg
60033,82.3,30,1.2,0,0.816,die_profile_images/.net_data/e50c495b-e1ac-4d8d-bf08-12d6296551ab_60033.jpg
60034,75.8,26,1.3,0,0.553,die_profile_images/.net_data/367af275-543d-4bd5-8614-91db7a2c9ce5_60034.jpg
60035,75.8,10.6,1,0,0.41,die_profile_images/.net_data/7b54d8e1-d141-4c9f-a744-d0667a231c5c_60035.jpg
60036,57,11.3,1.2,0,0.271,die_profile_images/.net_data/9cfdb0ee-31ef-4503-b89a-71909fb2452e_60036.jpg
60037,56.7,18.4,1.1,0,0.34,die_profile_images/.net_data/4d811200-f5ff-457d-8843-636bf047a851_60037.jpg
60038,65.5,22.8,1.4,0,0.437,die_profile_images/.net_data/d406de43-665a-44ca-94cd-bfd0b33ca388_60038.jpg
60039,31.6,16.3,1.4,0,0.28,die_profile_images/.net_data/303582cc-0148-49ae-ae5a-7efb45a23c01_60039.jpg
60040,76.2,27.7,2.3,0,0.704,die_profile_images/.net_data/d7491557-172f-4049-ada2-a6038ef2ecb6_60040.jpg
60041,85,23,1.5,0,0.612,die_profile_images/.net_data/0c76a163-a098-435b-bd11-d0122fb55fd2_60041.jpg
60042,85,20,1.5,0,0.899,die_profile_images/.net_data/de32de35-5a87-4b60-97b2-be3f3684e589_60042.jpg
60043,90,60,1.7,0,2.226,die_profile_images/.net_data/c989ffd4-29cc-4c29-bc44-bf8b106b1628_60043.jpg
60044,84.9,46.7,1.8,0,1.191,die_profile_images/.net_data/3d04fdf4-b0cf-43ea-8aab-595b8006689b_60044.jpg
60045,58,36,1,0,0.667,die_profile_images/.net_data/4c287e38-8892-4e23-b451-e0ed2f6270f4_60045.jpg
60046,28.8,39.8,1.5,0,0.241,die_profile_images/.net_data/75147859-f9ab-4fc9-bd6c-6deecbe6cbd9_60046.jpg
60047,45,6.5,3.15,0,0.415,die_profile_images/.net_data/f13c7013-73c0-4aaf-8770-bd56ae0ee731_60047.jpg
60048,32,6.85,0.95,0,0.142,die_profile_images/.net_data/4ca8bd1f-abb1-4038-ac65-245a3de2e05e_60048.jpg
60049,32,19,1.2,0,0.287,die_profile_images/.net_data/7086b1a6-4dcd-4009-8f22-13c2804e4231_60049.jpg
60050,50,24,1.6,0,0.784,die_profile_images/.net_data/f84ca2a2-535e-4a1a-882f-eec47f58908f_60050.jpg
60052,28.6,22.35,1.6,0,0.399,die_profile_images/.net_data/9037953d-833f-4540-9ab3-380f0dc99881_60052.jpg
60053,28.6,22.35,1.6,0,0.399,die_profile_images/.net_data/9ec348b4-ed6a-42aa-86d7-79865f590800_60053.jpg
60054,85.3,22.3,1.8,0,0.978,die_profile_images/.net_data/f3abd2f0-4692-4862-8512-68344067c108_60054.jpg
60055,84.9,23,1.5,0,0.862,die_profile_images/.net_data/8845ebfe-b3cf-4dbe-95fd-2323561f714a_60055.jpg
60056,90,45,1.5,0,1.636,die_profile_images/.net_data/fa16492d-8df6-4d5e-86b8-ed914ab6b6a8_60056.jpg
60057,90,45,1.5,0,2,die_profile_images/.net_data/33befe9d-8b5d-445c-8480-c025f004b31c_60057.jpg
60058,75.8,30.2,1.2,0,0.872,die_profile_images/.net_data/1dae1fd9-4f9e-4c38-bf44-eb75de368938_60058.jpg
60059,20.2,17.5,1.3,0,0.221,die_profile_images/2021/07/02/094622/60059.jpg
60060,75.77,10.6,1,0,0.273,die_profile_images/2021/07/02/112934/60060.jpg
60061,45,7.4,1.2,0,0.189,die_profile_images/2021/08/16/110309/60061.jpg
60062,43,90,1.5,0,1.305,die_profile_images/2021/10/18/034213/60062.jpg
60063,45,90,1.5,0,1.419,die_profile_images/2022/05/07/050254/60063.jpg
60064,81.2,37,1,0,0.87,die_profile_images/2023/09/01/103137/60064.jpg
60501,50,25,1.4,0,0.672,die_profile_images/2021/08/16/104748/60501.jpg
60502,50,25,1.4,0,0.515,die_profile_images/.net_data/d1408f6c-a4f2-46c4-a7a8-c82bf07466d9_60502.jpg
60503,15.3,20.1,1,0,0.175,die_profile_images/.net_data/f3aa9571-9814-41c1-ab57-d09656cdc3c7_60503.jpg
60504,50,23.1,1.2,0,0.299,die_profile_images/.net_data/0942b760-ecc8-44d2-b445-8c913c3bb505_60504.jpg
60505,100,20,1.4,0,1.14,die_profile_images/.net_data/a0e5e4c6-9050-4c2a-ade3-5b9ba0d37610_60505.jpg
60506,14.6,19,1.1,0,0.173,die_profile_images/.net_data/2cc3021b-73c2-4fe6-9306-c3287408ced4_60506.jpg
60507,99.1,48,2,0,2.19,die_profile_images/.net_data/a2d583e9-ef81-4198-89da-9ade458d5bd4_60507.jpg
60508,99.1,48,2,0,2.068,die_profile_images/.net_data/d0603a45-e1d8-4e72-8995-7365898aa3cb_60508.jpg
60509,44.3,7.3,0.9,0,0.145,die_profile_images/.net_data/1fa9193f-34d6-4065-b6f9-f2dd369e7a46_60509.jpg
60510,56.5,31.8,1,0,0.322,die_profile_images/.net_data/fe9a3562-2196-41fd-9aeb-fc589ebf75ac_60510.jpg
60511,40,100,1.7,0,1.489,die_profile_images/.net_data/7539bad8-f85a-45bc-8b40-bee4bf10de34_60511.jpg
60512,96,42,1.7,0,1.455,die_profile_images/.net_data/736862d4-dae2-4236-9b2c-bdf2d1f84374_60512.jpg
60513,20,5.3,0.8,0,0.066,die_profile_images/.net_data/af1287b9-9b7c-401b-9b1d-33c0617a7eea_60513.jpg
60514,54.3,35.2,4.1,0,1.852,die_profile_images/.net_data/a39bc238-c947-4c38-b35f-ebc29da66159_60514.jpg
60515,53,20,1.4,0,0.417,die_profile_images/.net_data/d8af758f-3d03-41b4-9323-38301e6db4b1_60515.jpg
60516,24.9,14.9,1.3,0,0.312,die_profile_images/.net_data/0dc8898b-7b36-4259-b6f5-97823288f48b_60516.jpg
60517,23.65,25,1.9,0,0.339,die_profile_images/.net_data/da4dbfb4-e41c-480d-b40b-3882535c32e3_60517.jpg
60518,25,25,1.35,0,0.446,die_profile_images/.net_data/08cab281-9367-44df-9b99-41c926f54d99_60518.jpg
60519,97.3,24,1.5,0,0.869,die_profile_images/.net_data/9883d483-cf7d-4f34-b93a-43a643798a67_60519.jpg
60520,100,25,1.5,0,1.08,die_profile_images/.net_data/082a7d5e-8e26-4d9d-8071-61451f76a941_60520.jpg
60521,25,3.9,1.35,0,0.179,die_profile_images/.net_data/c5d7b698-bf7f-4854-a9fb-8dedc1738275_60521.jpg
60522,58,9.5,0.95,0,0.196,die_profile_images/.net_data/cd0f56de-0de6-41d9-9976-4fc0ef370096_60522.jpg
60523,46.4,100,4,0,2.509,die_profile_images/.net_data/c0bee356-0443-40e9-ac35-cb18ea583379_60523.jpg
60524,40,20,1,0,0.267,die_profile_images/.net_data/b6708273-8e58-4412-b4ac-f0fa1636c34d_60524.jpg
60525,50,8,1,0,0.202,die_profile_images/.net_data/3e48580c-64cf-4222-bb9d-8f2ebb070d07_60525.jpg
60526,25,8.4,1.4,0,0.262,die_profile_images/.net_data/1acb5967-087a-4224-9372-1e76d54256c1_60526.jpg
60527,50,32.8,1.6,0,0.664,die_profile_images/.net_data/7b700aba-77fa-42d3-96a0-9eddf829feb7_60527.jpg
60528,30,25,3,0,0.603,die_profile_images/.net_data/017a9275-3ff3-4bcc-be64-01305f62f502_60528.jpg
60529,30,30,2,0,0.815,die_profile_images/.net_data/8a4deff5-ecac-434c-bddf-f6ccc7b5b782_60529.jpg
60530,149.5,5,2.1,0,0.883,die_profile_images/.net_data/2f53cacf-cba3-42b3-85b2-e88c1b0cffee_60530.jpg
60531,100,30,2.4,0,1.572,die_profile_images/.net_data/9e694eb5-500f-4dce-a868-729cc35f9671_60531.jpg
60532,24.3,17.7,1.9,0,0.2,die_profile_images/.net_data/5f21ed53-4b9a-4b50-ac40-303f0770b889_60532.jpg
